version_year,company_name,address,zip_code,record_type,primary_sic_code,primary_sic_description,primary_naics,primary_naics_description,location_employee_size_range,location_type,years_in_database,latitude,longitude
2017,Shinder Auto Repair,"1247 N 26th St, Philadelphia, PA 19121",19121,Verified,753801,Automobile Repairing & Service,81111104,General Automotive Repair,1 to 4,Single Loc,15,39.9751546,-75.1782029
2017,Sidberry Beauty Salon,"1643 N 29th St, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,42,39.9813848,-75.1818047
2017,Silk Tent,"1346 N Broad St, Philadelphia, PA 19121",19121,Verified,599988,Craft Galleries & Dealers,45521987,All Other General Merchandise Retailers,1 to 4,Single Loc,14,39.9738253,-75.1590313
2017,Skies The Limit Day Care,"1346 N 27th St, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,14,39.9769854,-75.1800467
2017,Smart Start Daycare & Learning,"2139 Ridge Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,9,39.9792207,-75.1702568
2017,Smith Memorial Playground,"3500 Reservoir Dr, Philadelphia, PA 19121",19121,Verified,799951,Parks,71219004,Nature Parks And Other Similar Institutions,10 to 19,Single Loc,32,39.9888167,-75.1926661
2017,Sofistcated Investments Inc,"1603 W Diamond St, Philadelphia, PA 19121",19121,Verified,628203,Financial Advisory Services,52394006,Portfolio Management And Investment Advice,5 to 9,Single Loc,15,39.9873533,-75.1768519
2017,Sophisticated Investments,"1924 N 18th St, Philadelphia, PA 19121",19121,Verified,621111,Investments,52391001,Miscellaneous Intermediation,5 to 9,Single Loc,14,39.983223,-75.1636882
2017,Sophisticuts Dominican Beauty,"2836 Ridge Ave, Philadelphia, PA 19121",19121,Verified,723106,Beauty Salons,81211202,Beauty Salons,1 to 4,Single Loc,15,39.9864187,-75.1805636
2017,St Elizabeth's,"1850 N Croskey St, Philadelphia, PA 19121",19121,Verified,832241,Homeless Shelters,62422102,Temporary Shelters,5 to 9,Single Loc,20,39.9831285,-75.1712971
2017,St Elizabeth's Phila Plan,"1845 N 23rd St, Philadelphia, PA 19121",19121,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,10 to 19,Single Loc,30,39.9831913,-75.1716659
2017,Star Perfume & Variety Store,"1411 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,599992,Cosmetics & Perfumes-Retail,45612001,"Cosmetics, Beauty Supplies, And Perfume Retailers",1 to 4,Single Loc,14,39.9864367,-75.1567854
2017,Star Perfumers,"1411 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,512204,Cosmetics-Wholesale,42421002,Drugs And Druggists' Sundries Merchant Wholesalers,1 to 4,Single Loc,15,39.9864367,-75.1567854
2017,Starspirit International,"1730 N 27th St, Philadelphia, PA 19121",19121,Verified,869903,Organizations,81341018,Civic And Social Organizations,5 to 9,Single Loc,17,39.982268,-75.1788644
2017,Stepping Stones Learning Acad,"2329 Ridge Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,15,39.9815505,-75.1732251
2017,Stop 19 Supermarket,"19th & Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,14,39.9774779,-75.1485765
2017,"Strauch, Kimberly A","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804908,Nurses-Registered Rn,62139920,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,10,39.9801736,-75.1700423
2017,Subway,"1511 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Branch,22,39.9790628,-75.1600337
2017,Sun's Cleaners,"1220 N Broad St, Philadelphia, PA 19121",19121,Verified,721201,Cleaners,81232002,Drycleaning And Laundry Services (Except Coin-Oper,1 to 4,Single Loc,36,39.9728561,-75.1594785
2017,Sunny Nails,"1725 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,723102,Manicuring,81211302,Nail Salons,1 to 4,Single Loc,14,39.9796136,-75.1636333
2017,Sunoco A Plus Mini Market,"1300 N Broad St, Philadelphia, PA 19121",19121,Verified,554101,Service Stations-Gasoline & Oil,45712003,Other Gasoline Stations,1 to 4,Branch,24,39.97334,-75.159135
2017,Susquehanna Food Market,"2163 N 21st St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,20,39.9876434,-75.167452
2017,Susquehanna Village LP,"1421 W Susquehanna Ave # B, Philadelphia, PA 19121",19121,Verified,734908,Property Maintenance,23899081,All Other Specialty Trade Contractors,5 to 9,Single Loc,19,NA,NA
2017,T & G Construction,"1610 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,152103,General Contractors,23611505,New Single-Family Housing Construction (Except For,1 to 4,Single Loc,23,39.9865669,-75.1598908
2017,T-Mobile,"1600 N Broad St # 8, Philadelphia, PA 19121",19121,Verified,481207,Cellular Telephones (Services),51711214,Wireless Telecommunications Carriers (Except Satel,5 to 9,Branch,13,NA,NA
2017,"Tadepalli, Naga S Dmd","1630 N Sydenham St # 3, Philadelphia, PA 19121",19121,Verified,802101,Dentists,62121003,Offices Of Dentists,1 to 4,Single Loc,9,NA,NA
2017,Taylor Robinson Music & Voice,"1537 N Bouvier St, Philadelphia, PA 19121",19121,Verified,829909,Tutoring,61169102,Exam Preparation And Tutoring,5 to 9,Single Loc,12,39.9774422,-75.1637692
2017,Teachin Tots Learning Ctr,"2632 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,13,39.9812133,-75.1785969
2017,Telcel.Com,"1700 N Broad St, Philadelphia, PA 19121",19121,Verified,731917,Advertising-Computer,54189002,Other Services Related To Advertising,10 to 19,Single Loc,13,39.9785703,-75.1579015
2017,Temple Buffet,"1521 Cecil B Moore Ave # 1, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,14,NA,NA
2017,Temple Israel,"1700 N Broad St, Philadelphia, PA 19121",19121,Verified,866112,Synagogues,81311026,Religious Organizations,5 to 9,Single Loc,11,39.9785703,-75.1579015
2017,Temple Nest Apartments,"1504 N Carlisle St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,12,39.9763861,-75.159547
2017,Temple Star Chinese Restaurant,"1412 W Diamond St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,23,39.9880425,-75.1821736
2017,Temple Town Pizza,"2001 N Gratz St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,11,39.9842316,-75.1641197
2017,Temple Town Realty,"1535 N Sydenham St, Philadelphia, PA 19121",19121,Verified,655202,Real Estate Developers,23721005,Land Subdivision,1 to 4,Single Loc,24,39.9772607,-75.1605607
2017,Temple University,"1800 N Broad St, Philadelphia, PA 19121",19121,Verified,822101,Schools-Universities & Colleges Academic,61131009,"Colleges, Universities, And Professional Schools",10 to 19,Branch,14,39.980358,-75.15766
2017,Temple University,"1700 N Broad St # 203b, Philadelphia, PA 19121",19121,Verified,822101,Schools-Universities & Colleges Academic,61131009,"Colleges, Universities, And Professional Schools",10 to 19,Branch,11,NA,NA
2017,Temple University,"1776 N Broad St, Philadelphia, PA 19121",19121,Verified,822101,Schools-Universities & Colleges Academic,61131009,"Colleges, Universities, And Professional Schools",10 to 19,Branch,14,39.9798139,-75.1585825
2017,Temple University Campus Rec,"1701 N 15th St, Philadelphia, PA 19121",19121,Verified,799701,Recreation Centers,71394015,Fitness And Recreational Sports Centers,1 to 4,Branch,17,39.979014,-75.159423
2017,Temple University Sm Bus Dvmnt,"1510 Cecil B Moore Ave # 200, Philadelphia, PA 19121",19121,Verified,912104,Government Offices-City/Village & Twp,92112006,Legislative Bodies,20 to 49,Single Loc,14,NA,NA
2017,Temple Villas,"1611 N 17th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,14,39.9782429,-75.1627067
2017,Temple Villas,"1811 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,11,39.979773,-75.1646823
2017,Temple Villas,"1848 N 17th St, Philadelphia, PA 19121",19121,Verified,506324,Burglar Alarm Systems (Whls),42361007,"Electrical Apparatus And Equipment, Wiring Supplie",1 to 4,Single Loc,13,39.9821001,-75.1623143
2017,Temple Villas,"1531 N 15th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,14,39.977218,-75.1596538
2017,Temple Villas Airm 1816,"1816 N 17th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,12,39.9813584,-75.162478
2017,Temple Villas Alarm 1820,"1820 N 17th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,13,39.9814503,-75.1624557
2017,Temple Villas Alrm 1818,"1818 N 17th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,12,39.9814037,-75.1624675
2017,Temple Villas Alrm 2015,"2015 N 17th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,12,39.9843367,-75.1613848
2017,Temple Villas I,"1623 W Diamond St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,12,39.9873533,-75.1768519
2017,Temple Villas I LLC,"1709 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,13,39.9795168,-75.1630544
2017,Temple Villas I LLC,"1726 W Diamond St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,14,39.985321,-75.1618909
2017,Temple Villas I LLC,"1527 W Norris St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,14,39.9836567,-75.1594745
2017,Temple Villas I LLC,"1511 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,13,39.9867764,-75.1585471
2017,Temple Villas I LLC,"1700 N 17th St, Philadelphia, PA 19121",19121,Verified,738967,Incentive Programs,56199010,All Other Support Services,5 to 9,Single Loc,14,39.9796704,-75.1628517
2017,Temple Villas LLC,"1614 Cecil B Moore Ave # 2, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,1 to 4,Single Loc,14,NA,NA
2017,Temple Villas LLC,"1816 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,13,39.979403,-75.1648802
2017,Temple Villas LLC,"2014 N 17th St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,13,39.9843802,-75.161783
2017,Temple Villas LLC,"1609 N Willington St, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,5 to 9,Single Loc,13,NA,NA
2017,Temple Villas LLC,"1409 W Jefferson St, Philadelphia, PA 19121",19121,Verified,701101,Hotels & Motels,72111002,Hotels (Except Casino Hotels) And Motels,10 to 19,Single Loc,14,39.9760872,-75.1596368
2017,Temple Villas LLC,"1720 Fontain St, Philadelphia, PA 19121",19121,Verified,738967,Incentive Programs,56199010,All Other Support Services,5 to 9,Single Loc,15,39.9847417,-75.1624198
2017,Tempo Rainbow,"2156 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,19,39.9861435,-75.1566152
2017,Thaddeous Capital Inc,"1909 N 30th St, Philadelphia, PA 19121",19121,Verified,628203,Financial Advisory Services,52394006,Portfolio Management And Investment Advice,5 to 9,Single Loc,14,39.9851903,-75.1826621
2017,Three Sisters Grocery Store,"2500 W Master St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,25,39.97595,-75.170124
2017,Tjs Autobotz,"3127 W Master St, Philadelphia, PA 19121",19121,Verified,753201,Automobile Body-Repairing & Painting,81112102,"Automotive Body, Paint, And Interior Repair And Ma",1 to 4,Single Loc,15,NA,NA
2017,Together,"2201 Ridge Ave, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,23,39.9799783,-75.1713048
2017,Tomorrow Gift,"2246 Ridge Ave, Philadelphia, PA 19121",19121,Verified,594712,Gift Shops,45942013,"Gift, Novelty, And Souvenir Retailers",1 to 4,Single Loc,38,39.980003,-75.1718162
2017,Torres Rodriguez Inc,"2163 N 15th St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,11,39.9863814,-75.1577057
2017,Tower Investments Inc,"1600 N Broad St, Philadelphia, PA 19121",19121,Verified,621111,Investments,52391001,Miscellaneous Intermediation,5 to 9,Single Loc,19,39.9774961,-75.1584795
2017,Town Supermarket,"2229 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,11,39.9807077,-75.1720378
2017,Tree House Books,"1430 W Susquehanna Ave, Philadelphia, PA 19121",19121,Verified,078301,Tree Service,56173022,Landscaping Services,1 to 4,Single Loc,21,39.9863249,-75.1575518
2017,Trojan Childrens Positive,"2058 Ridge Ave # 1, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,1 to 4,Single Loc,12,NA,NA
2017,Tropicana Lounge,"1559 N 29th St, Philadelphia, PA 19121",19121,Verified,581303,Cocktail Lounges,72241003,Drinking Places (Alcoholic Beverages),5 to 9,Single Loc,12,39.9802475,-75.1820135
2017,Turner Grocery,"2454 Turner St, Philadelphia, PA 19121",19121,Verified,541105,Grocers-Retail,44511003,Supermarkets And Other Grocery Retailers (Except C,1 to 4,Single Loc,13,39.9799124,-75.1758092
2017,Twenty Nine Oxford Restaurant,"2843 W Oxford St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,27,39.9805428,-75.18203
2017,U-Haul International Inc,"1701 N 33rd St, Philadelphia, PA 19121",19121,Verified,751303,Truck Renting & Leasing,53212016,"Truck, Utility Trailer, And Rv (Recreational Vehic",1 to 4,Branch,11,39.982752,-75.187913
2017,U-Haul Neighborhood Dealer,"1901 N 20th St, Philadelphia, PA 19121",19121,Verified,751303,Truck Renting & Leasing,53212016,"Truck, Utility Trailer, And Rv (Recreational Vehic",1 to 4,Branch,15,39.983049,-75.166627
2017,Ugot Munchies,"2012 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,14,39.9837745,-75.157143
2017,Umoja Tours,"1521 N Hollywood St, Philadelphia, PA 19121",19121,Verified,472402,Travel Agencies & Bureaus,56151007,Travel Agencies,1 to 4,Single Loc,17,39.9795254,-75.1828726
2017,United States Air Force,"1600 N Broad St, Philadelphia, PA 19121",19121,Verified,971101,Federal Government-National Security,92811003,National Security,5 to 9,Branch,17,39.9774961,-75.1584795
2017,United States Army Recruit Sta,"1600 N Broad St, Philadelphia, PA 19121",19121,Verified,971101,Federal Government-National Security,92811003,National Security,10 to 19,Branch,15,39.9774961,-75.1584795
2017,Unity Mission Church Home Schl,"1530 N 16th St, Philadelphia, PA 19121",19121,Verified,822298,Junior-Community College-Tech Institutes,61121002,Junior Colleges,10 to 19,Single Loc,15,39.9773875,-75.1618383
2017,University Thrift Store,"1723 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,593222,Thrift Shops,45951040,Used Merchandise Retailers,1 to 4,Single Loc,17,39.9796124,-75.1635445
2017,Us Facilities Inc,"1981 N Woodstock St, Philadelphia, PA 19121",19121,Verified,734911,Building Maintenance,23899052,All Other Specialty Trade Contractors,1 to 4,Single Loc,20,39.9841919,-75.1673362
2017,USA Mobile Commissary Inc,"1501 N 31st St, Philadelphia, PA 19121",19121,Verified,481207,Cellular Telephones (Services),51711214,Wireless Telecommunications Carriers (Except Satel,1 to 4,Single Loc,13,39.9796428,-75.1849694
2017,Usmc Recruiting,"1600 N Broad St # 3, Philadelphia, PA 19121",19121,Verified,736105,Executive Search Consultants,56131201,Executive Search Services,1 to 4,Single Loc,18,NA,NA
2017,V Capital Management,"1508 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,651303,Apartments,53111002,Lessors Of Residential Buildings And Dwellings,1 to 4,Single Loc,20,39.9804108,-75.1601351
2017,Victory Christian Pre-School,"2341 Ridge Ave, Philadelphia, PA 19121",19121,Verified,835101,Child Care Service,62441003,Child Care Services,5 to 9,Single Loc,17,39.9816227,-75.1736859
2017,Vince Beverage,"2048 Ridge Ave, Philadelphia, PA 19121",19121,Verified,518101,Beer & Ale-Wholesale,42481001,Beer And Ale Merchant Wholesalers,1 to 4,Single Loc,15,39.9765894,-75.1692793
2017,"Vital, Filipinas T MD","1900 N 20th St # 5, Philadelphia, PA 19121",19121,Verified,801101,Physicians & Surgeons,62111107,Offices Of Physicians (Except Mental Health Specia,1 to 4,Single Loc,16,NA,NA
2017,Wagner Free Institute-Science,"1700 W Montgomery Ave, Philadelphia, PA 19121",19121,Verified,841201,Museums,71211001,Museums,10 to 19,Single Loc,31,39.9805863,-75.1628639
2017,Water Damage Squad,"2441 W Berks St, Philadelphia, PA 19121",19121,Verified,152114,Fire Damage Restoration,23611813,Residential Remodelers,5 to 9,Single Loc,11,39.9840708,-75.174524
2017,Wayland Temple Baptist Cu,"2500 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,606101,Credit Unions,52213003,Credit Unions,1 to 4,Single Loc,32,39.9807766,-75.1759461
2017,"Weldon, Jennifer","2144 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,804907,Nurses-Practitioners,62139923,Offices Of All Other Miscellaneous Health Practiti,1 to 4,Single Loc,11,39.9801736,-75.1700423
2017,Wellness Pharmacy,"2337 Ridge Ave, Philadelphia, PA 19121",19121,Verified,591205,Pharmacies,45611009,Pharmacies And Drug Retailers,5 to 9,Single Loc,12,39.9815984,-75.1735456
2017,Wendy's,"1700 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,20 to 49,Branch,12,39.9785703,-75.1579015
2017,Wendy's,"1708 N Broad St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,20 to 49,Branch,23,39.9790933,-75.1580982
2017,Willington Garage Doors,"1801 N 27th St, Philadelphia, PA 19121",19121,Verified,175107,Garage Doors-Repairing,23835007,Finish Carpentry Contractors,5 to 9,Single Loc,11,39.9829973,-75.1783173
2017,Wine & Spirits Store,"2115 N 22nd St, Philadelphia, PA 19121",19121,Verified,592103,Wines-Retail,44532005,"Beer, Wine, And Liquor Retailers",5 to 9,Single Loc,12,39.9868788,-75.1692119
2017,Women For Greater Philadelphia,"7201 Randolph Dr, Philadelphia, PA 19121",19121,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,1 to 4,Single Loc,19,NA,NA
2017,Woodstock Family Ctr,"1981 N Woodstock St, Philadelphia, PA 19121",19121,Verified,832218,Social Service & Welfare Organizations,62419012,Other Individual And Family Services,20 to 49,Single Loc,32,39.9841919,-75.1673362
2017,WRTI,"1509 Cecil B Moore Ave # 3, Philadelphia, PA 19121",19121,Verified,483201,Radio Stations & Broadcasting Companies,51611003,Radio Broadcasting Stations,50 to 99,Single Loc,33,NA,NA
2017,Wyde Bodi Auto Tags,"1711 N 24th St, Philadelphia, PA 19121",19121,Verified,729954,Vehicle & Drivers Licensing Services,56199022,All Other Support Services,1 to 4,Single Loc,12,39.9811234,-75.1738101
2017,Ymca,"1400 N Broad St, Philadelphia, PA 19121",19121,Verified,832222,Youth Organizations & Centers,62411006,Child And Youth Services,20 to 49,Branch,21,39.9749831,-75.1591506
2017,Ymca,"2108 Cecil B Moore Ave, Philadelphia, PA 19121",19121,Verified,832222,Youth Organizations & Centers,62411006,Child And Youth Services,10 to 19,Branch,15,39.9800841,-75.1702874
2017,Ymca-North Pa Hdstrt Prgrm,"1400 N Broad St, Philadelphia, PA 19121",19121,Verified,832222,Youth Organizations & Centers,62411006,Child And Youth Services,20 to 49,Branch,18,39.9749831,-75.1591506
2017,Yuri Deli,"1618 N 29th St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,23,39.9810028,-75.1823144
2017,Zavelle Bookstore,"1520 N Broad St, Philadelphia, PA 19121",19121,Verified,594201,Book Dealers-Retail,45921005,Book Retailers And News Dealers,1 to 4,Single Loc,27,39.976227,-75.1585584
2017,Zhang Jian L,"2034 N 22nd St, Philadelphia, PA 19121",19121,Verified,581208,Restaurants,72251117,Full-Service Restaurants,1 to 4,Single Loc,31,39.9854673,-75.1698931
